EventID, Duration, TimeStep, Region, AEP, Increments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,45,5,Wet Tropics,frequent,7.35,9.73,13.59,7.04,15.9,15.67,15.67,8.9,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,45,5,Wet Tropics,frequent,7.74,13.02,10.43,12.25,10.52,5.16,11.77,16.64,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,45,5,Wet Tropics,frequent,6.37,12.72,12.38,16.88,7.09,12.24,7.62,19.97,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702,45,5,Wet Tropics,frequent,13.1,11.64,4.41,9.85,13.02,10.97,14.54,13.26,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703,45,5,Wet Tropics,frequent,5.45,9.99,12.71,6.36,4.54,12.71,16.35,19.98,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,45,5,Wet Tropics,frequent,8.1,6.19,7.14,12.38,10.95,11.9,16.19,18.1,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,45,5,Wet Tropics,intermediate,8.13,6.06,22.88,12.53,13.44,10.8,11.36,8.74,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8608,45,5,Wet Tropics,intermediate,4.76,11.41,6.03,9.19,10.46,18.07,20.92,14.27,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8659,45,5,Wet Tropics,intermediate,15.08,15.09,17.18,12.84,7.56,8.07,4.17,9.5,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8683,45,5,Wet Tropics,intermediate,12.97,12.96,20.37,12.96,7.41,9.26,4.81,6.3,12.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,45,5,Wet Tropics,intermediate,12.07,13.02,8,9.78,9.23,11.72,11.64,11.98,12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687,45,5,Wet Tropics,intermediate,8.7,12.94,13.93,13.68,12.44,11.69,10.45,10.2,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,45,5,Wet Tropics,intermediate,10.08,11.67,14.85,13.79,9.55,8.75,14.06,10.88,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690,45,5,Wet Tropics,intermediate,7.6,9.89,9.89,9.89,12.69,15.86,10.06,11.47,12.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691,45,5,Wet Tropics,intermediate,12.39,8.85,7.08,15.93,12.39,14.16,14.16,9.73,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692,45,5,Wet Tropics,intermediate,15.21,7.93,7.05,4.86,6.04,8.71,17.05,22.81,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,45,5,Wet Tropics,rare,11.92,5.86,3.96,9.06,9.72,14.03,25.59,12.53,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,45,5,Wet Tropics,rare,4.75,7.59,7.59,5.7,9.81,17.72,26.27,13.61,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8558,45,5,Wet Tropics,rare,10.86,9.42,18.84,11.59,8.7,8.7,10.87,8.7,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,45,5,Wet Tropics,rare,19.1,14.23,11,10.99,10.98,10.98,8.06,7.33,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,45,5,Wet Tropics,rare,13.73,13.84,14.14,12.62,5.64,12.69,7.09,8.86,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,45,5,Wet Tropics,rare,12.6,15.75,18.9,15.75,11.02,9.45,4.72,5.51,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,45,5,Wet Tropics,rare,13,15.48,10.84,4.02,8.67,14.55,15.79,10.53,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,45,5,Wet Tropics,rare,5.9,20.55,13.35,6.26,6.56,11.12,18.24,12.51,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,45,5,Wet Tropics,rare,11.47,11.47,11.3,9.59,10.45,10.27,10.62,11.3,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,45,5,Wet Tropics,rare,13.64,10.23,9.09,6.82,7.95,7.95,11.36,15.91,17.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,60,5,Wet Tropics,frequent,4,10,9.99,9.99,9.99,9.18,11.47,11.47,11.47,4.26,5.33,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696,60,5,Wet Tropics,frequent,7.43,1.23,2.72,9.4,11.88,7.43,2.97,14.85,7.43,10.4,13.37,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8721,60,5,Wet Tropics,frequent,13.02,15.46,14.62,15.16,0.3,1.18,3.69,8.74,8.95,2.88,11.71,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8722,60,5,Wet Tropics,frequent,8.06,13.72,17.85,6.77,4.85,6.1,6.97,3.21,0.56,10.46,16.47,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8723,60,5,Wet Tropics,frequent,6.21,10.86,9.3,4.65,3.1,9.3,13.95,10.85,9.3,7.75,7.75,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724,60,5,Wet Tropics,frequent,6.56,10.34,11.08,12.02,11.05,10.78,6.07,8.95,8.56,5.05,5.5,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8725,60,5,Wet Tropics,frequent,16.2,4.32,3.21,5.18,7.28,7.73,16.86,3.92,2.39,13.66,12.55,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8727,60,5,Wet Tropics,frequent,7.57,7.57,7.57,6.06,4.55,16.67,4.55,9.09,10.61,12.12,6.06,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728,60,5,Wet Tropics,frequent,7.76,10.05,8.92,6.54,6.91,10.35,8.31,5.97,6.84,12.25,9.46,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729,60,5,Wet Tropics,frequent,3.24,7.14,10.71,6.82,8.12,4.55,6.49,9.74,11.04,12.34,9.42,10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,60,5,Wet Tropics,intermediate,6.58,3.3,7.33,1.1,1.47,10.62,5.86,15.75,15.02,13.55,11.36,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8638,60,5,Wet Tropics,intermediate,12.71,10.98,12.49,11.43,7.3,4.87,6.59,7.41,6.18,7,6.31,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,60,5,Wet Tropics,intermediate,4.91,11.48,11.48,18.03,11.48,6.56,8.2,4.26,5.57,11.48,5.39,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686,60,5,Wet Tropics,intermediate,6.5,9.68,10.44,6.42,7.84,7.4,9.4,9.34,9.61,10.07,8.99,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8714,60,5,Wet Tropics,intermediate,5.64,4.8,6.3,6.36,19.12,9.89,6.55,13.25,4.67,9.32,7.69,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8715,60,5,Wet Tropics,intermediate,4.45,7.78,7.78,9.17,5,6.94,12.22,13.33,10.28,9.72,6.94,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8716,60,5,Wet Tropics,intermediate,2.96,3.72,9.98,9.74,11.49,12.1,11.44,8.4,8.54,8.36,7.69,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717,60,5,Wet Tropics,intermediate,11.64,10.05,7.53,10.5,12.1,7.99,5.71,4.57,5.48,5.48,8.22,10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8718,60,5,Wet Tropics,intermediate,5.32,12.72,7.45,9.69,10.08,11.73,6.85,5.81,8.6,5.28,5.5,10.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8719,60,5,Wet Tropics,intermediate,4.53,4.97,21.15,1.51,2.17,7.29,4.88,5.77,8.78,15.95,15.52,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,60,5,Wet Tropics,rare,4.85,5.04,6.25,8.47,11.69,12.7,13.71,13.91,9.27,5.24,4.84,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,60,5,Wet Tropics,rare,14.95,5,2.68,1.46,9.77,4.8,3.25,7.42,7.96,11.49,20.96,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8516,60,5,Wet Tropics,rare,6.25,8.25,8.5,3.5,3.75,6,6,4.5,7.75,14,20.75,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8530,60,5,Wet Tropics,rare,9.3,3.86,9.94,13.18,10.9,6.07,8.5,8.5,6.68,12.97,6.86,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,60,5,Wet Tropics,rare,16.58,12.37,9.55,9.54,9.53,9.53,7,6.37,6.37,6.28,5.97,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8597,60,5,Wet Tropics,rare,4.66,4.67,10,14.67,8.67,8.67,10,9.33,7,3.67,9.33,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705,60,5,Wet Tropics,rare,7.53,9.78,10.06,16.48,10.06,8.1,8.1,7.54,5.31,7.26,6.15,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,60,5,Wet Tropics,rare,9.16,6.59,3.94,5.31,12.92,10.42,4.84,10.52,9.45,7.1,7.16,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709,60,5,Wet Tropics,rare,18.45,5.02,5.53,4.28,1.19,15.68,6.91,6.75,3.95,5.47,18.24,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,60,5,Wet Tropics,rare,7.61,9.52,9.52,11.43,10.48,7.62,7.62,7.62,6.67,6.67,7.62,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,90,5,Wet Tropics,frequent,4.49,1.69,0.28,3.65,5.62,3.93,6.74,4.21,5.62,5.9,6.46,5.34,7.87,7.87,6.74,7.3,7.58,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,90,5,Wet Tropics,frequent,3.89,1.61,1.13,2.27,5.32,3.63,4.21,5.06,4.25,2.77,6.37,5.83,6.48,8.68,11.33,13.64,10.9,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8745,90,5,Wet Tropics,frequent,7.06,7.07,10.1,8.08,8.08,8.08,6.57,3.54,6.57,2.53,4.04,2.22,1.31,3.54,5.05,6.06,5.05,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8746,90,5,Wet Tropics,frequent,4.46,7.78,7.3,6.11,7.52,11.75,9.07,4.09,4.64,4.57,3.67,2.94,3.81,6.46,3.78,3.41,5.22,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8749,90,5,Wet Tropics,frequent,6.1,3.76,2.35,7.04,7.51,7.75,10.33,8.22,5.4,6.1,5.16,4.23,5.4,4.46,5.4,4.69,3.05,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8750,90,5,Wet Tropics,frequent,5.76,5.76,2.4,4.31,2.88,4.31,3.35,9.58,10.54,8.63,5.75,4.31,5.27,4.79,5.75,7.67,5.75,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751,90,5,Wet Tropics,frequent,4.15,4.91,4.75,4.45,5.66,5.41,3.15,1.84,3.03,12.02,12.14,5.42,1.73,3.57,8.21,7.26,7,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8754,90,5,Wet Tropics,frequent,7.44,11.19,8.14,5.08,3.05,3.05,1.7,3.9,4.58,2.24,1.07,2.8,7.12,9.15,8.14,6.1,6.1,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8757,90,5,Wet Tropics,frequent,2.76,7.48,8.16,4.08,5.44,6.12,7.48,6.8,6.12,3.4,2.04,7.48,8.16,6.8,5.44,4.76,5.44,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8758,90,5,Wet Tropics,frequent,5.17,8.02,7.2,15.47,5.45,4.59,2.49,2.41,2.86,3.06,5.37,5.5,5.32,4.66,5.69,6.39,6.16,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8662,90,5,Wet Tropics,intermediate,2.65,5.36,6.07,5.71,5.92,5.92,8.52,10.73,7.48,3.88,1.99,1.02,0.56,4.39,12.79,9.97,4.59,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8670,90,5,Wet Tropics,intermediate,5.37,6.34,2.93,4.88,9.76,6.83,9.76,7.8,5.85,4.39,2.93,1.95,2.44,3.9,7.32,8.29,5.85,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,90,5,Wet Tropics,intermediate,5.07,8.34,11.85,6.46,2.61,0.66,17.27,1.02,2.55,7.67,4.61,2.37,3.8,4.22,4.41,11.67,3.11,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8733,90,5,Wet Tropics,intermediate,6.59,5.96,7.21,8.78,9.72,9.4,8.78,5.64,4.08,3.13,3.45,2.19,3.45,3.45,1.25,3.13,6.27,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8735,90,5,Wet Tropics,intermediate,5.87,4.31,5.49,7.06,6.86,7.45,6.08,6.08,5.1,5.69,5.69,4.71,5.29,4.71,4.9,5.69,4.51,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8739,90,5,Wet Tropics,intermediate,3.93,6.27,6.08,4.9,6.47,6.27,4.12,6.08,4.51,3.53,4.71,4.71,5.69,6.27,7.25,8.43,5.29,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8740,90,5,Wet Tropics,intermediate,8.92,5.63,3.64,6.89,3.88,9.08,4.75,2.49,2.99,2.12,2.64,2.02,3.7,6.01,10.54,8.09,11.27,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8741,90,5,Wet Tropics,intermediate,3.98,4.37,6.16,9.54,8.35,2.58,3.78,6.16,5.17,4.97,5.37,6.96,8.75,5.17,4.57,3.98,5.77,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8743,90,5,Wet Tropics,intermediate,4.88,4.87,4.87,4.87,0.54,1.39,3.78,4.73,0.99,6.73,8.17,8.2,10.25,7.88,8.68,8.68,6.09,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8744,90,5,Wet Tropics,intermediate,4.83,3.74,15.38,1.92,1.78,2.32,3.02,7.88,3.94,1.77,0.5,1.63,7.05,9.43,6.28,8.13,11.71,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,90,5,Wet Tropics,rare,3.06,6.03,4.12,11.11,3.72,1.99,1.09,7.26,3.56,2.41,5.51,5.91,8.53,15.56,7.62,4.46,4.17,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8531,90,5,Wet Tropics,rare,6.61,8.77,7.25,4.04,5.66,5.66,4.45,8.64,4.57,2.16,4.45,4.04,3.5,3.66,8.49,8.89,5.64,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,90,5,Wet Tropics,rare,6.33,7.81,4.27,3.28,4.06,6.7,5.91,5.43,9.96,9.14,7.84,5.49,4.3,4.75,6.21,1.63,2.95,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,90,5,Wet Tropics,rare,6.75,6.38,2.86,2.12,9.56,8.51,2.86,3.1,3.13,9.57,0,1.09,4.65,6.36,6.69,7.5,13.07,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,90,5,Wet Tropics,rare,3.73,5.3,4.03,8.4,7.81,3.97,4.27,3.54,4.28,6.2,5.83,3.85,3.06,10.32,3.46,3.46,8.48,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,90,5,Wet Tropics,rare,5.09,8.38,11.11,8.2,7.29,6.92,6.56,4.55,4.92,3.28,2.55,3.46,3.83,6.38,4.55,3.46,4.55,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,90,5,Wet Tropics,rare,2.36,8.46,13.84,5.93,5.52,9.81,8.48,12.57,7.97,2.45,2.25,2.35,3.04,2.99,3.37,2.81,3.32,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,90,5,Wet Tropics,rare,7.84,7.2,3.01,1.28,4.27,6.58,6.39,4.6,2.75,3.71,9.02,7.28,3.38,7.34,6.6,4.96,5,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8730,90,5,Wet Tropics,rare,5.71,4.59,3.1,5.89,5.26,6.12,10.86,9.17,2.35,1,1.2,1.27,1.28,7.64,16.28,3.7,5.69,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8731,90,5,Wet Tropics,rare,2.12,6.66,9.64,5.32,7.75,7.94,8.18,7.61,3.74,8.96,5.27,3.81,4.91,5.43,2.99,3.11,3.38,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,120,5,Wet Tropics,frequent,2.13,2.5,3.4,1.87,5.38,5.43,4.37,3.48,3.72,3.06,3.56,5.33,7.01,1.87,2.92,2.71,2.58,3.6,8.51,7.9,6.22,4.57,3.62,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,120,5,Wet Tropics,frequent,1.8,6.5,1.16,3.34,2.23,2.79,4.18,4.64,2.33,1.81,0.7,2.13,3.02,3.48,4.18,4.18,8.36,6.96,7.66,6.27,5.57,6.96,5.57,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8782,120,5,Wet Tropics,frequent,4.11,5.46,7.72,7.23,3.64,2.2,4.67,10.54,4.65,2.87,2.7,3.84,5.22,5.2,2.63,2.27,1.78,1.83,2.1,3.66,3.9,3.99,4.47,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8783,120,5,Wet Tropics,frequent,4.2,6.99,6.99,6.99,5.59,3.5,4.89,11.19,4.89,2.56,3.03,1.82,0.98,2.1,4.2,1.64,1.64,0.52,0.35,0.31,0.29,2.96,16.08,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8784,120,5,Wet Tropics,frequent,6.7,7.28,5.29,2.98,1.66,7.44,6.78,4.64,3.97,4.79,4.14,2.48,3.15,4.3,4.3,3.31,3.31,7.44,5.46,3.47,2.48,2.15,0.82,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8785,120,5,Wet Tropics,frequent,5.69,3.04,0.77,4.22,5.53,5.81,6.08,2.64,2.29,6.1,4.75,3.13,3.16,3.79,1.5,5.85,8.76,1.81,2.03,4.02,2.42,4.12,7.54,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8786,120,5,Wet Tropics,frequent,3.39,3.2,1.5,0.75,2.11,4.74,1.39,6.19,5.64,1.51,4.95,6.37,8.73,3.76,2.65,6.46,4.29,2.03,4.54,5.35,4.98,7.99,3.3,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8788,120,5,Wet Tropics,frequent,4.67,4.67,6,3.56,3.78,4,4.89,0.89,4.22,12,11.11,7.11,2.89,1.11,1.33,1.56,3.11,1.33,1.33,0.67,2.22,6.44,5.78,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8789,120,5,Wet Tropics,frequent,3.14,3,2.77,9.74,2.39,6.1,5.33,1.59,0,3.98,2.67,2.02,2.46,4.23,2.41,2.03,12.55,0.51,0.83,1.57,3.98,10.62,11.44,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8791,120,5,Wet Tropics,frequent,3.26,7.13,6.2,5.07,3.38,2.53,1.6,1.5,3.37,3.37,1.12,1.88,3.37,1.95,2.92,6.75,5.62,7.87,9,7.87,5.62,3.37,3.37,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8671,120,5,Wet Tropics,intermediate,4.25,1.7,0.32,0.54,2.54,4.66,5.51,2.54,4.24,8.47,5.93,8.47,6.78,5.08,3.81,2.54,1.69,2.12,3.39,6.36,7.2,5.08,2.97,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8769,120,5,Wet Tropics,intermediate,4.1,5.25,6.57,5.91,5.42,5.25,5.75,5.91,4.6,3.12,2.96,3.45,3.28,2.13,2.3,2.96,2.3,2.63,3.45,5.09,5.58,5.09,3.78,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8770,120,5,Wet Tropics,intermediate,2.82,2.27,1.85,3.65,7.18,12.41,7.23,8.15,5.22,1.73,3.05,5.22,2.62,2.88,3.8,4.98,5.01,3.51,3.11,2.62,2.48,2.99,2.94,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,120,5,Wet Tropics,intermediate,3.5,2.62,3.06,3.07,3.51,4.39,4.39,4.39,5.26,5.26,3.51,7.02,7.02,4.39,3.51,3.51,4.39,4.39,4.39,5.26,4.39,3.51,3.07,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8773,120,5,Wet Tropics,intermediate,3.62,6.98,2.47,2.39,2.14,2.17,2.92,6.72,4.74,4.41,4.45,4.43,4.25,5.35,4.82,3.86,2.92,2.57,5.73,4.28,4.28,5.99,3.56,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8776,120,5,Wet Tropics,intermediate,5.01,3.7,2.79,2.95,5.55,1.38,2.21,2.35,10.58,4.93,7.64,1.79,1.32,7.41,3.62,1.36,1.46,2,3.58,4.58,10.59,4.03,3.94,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8777,120,5,Wet Tropics,intermediate,6.64,5.17,4.61,4.97,3.31,2.03,2.58,3.31,8.1,8.1,5.89,4.05,3.5,5.71,4.6,4.79,3.5,3.68,3.31,4.05,2.76,2.21,1.47,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8778,120,5,Wet Tropics,intermediate,2.08,5.22,6.1,4.88,4.01,3.66,3.31,3.14,6.97,5.57,7.67,6.62,3.66,0.87,0.35,1.22,2.79,6.45,6.79,5.05,3.66,3.66,3.31,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779,120,5,Wet Tropics,intermediate,9.49,4.26,2.95,2.95,2.95,2.95,6.51,1.89,1.89,2.7,2.9,2.21,2.03,1.3,4.91,5.57,9.29,3.71,3.82,5.84,5.84,5.84,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8780,120,5,Wet Tropics,intermediate,0.77,5.17,9.67,5.24,0.98,7.16,5.73,2.14,0.5,0.5,2.33,1.44,1.83,1.9,5.5,11.44,7.65,12.03,4.11,2.42,1.06,2.66,7.32,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,120,5,Wet Tropics,rare,4.55,4.25,6.45,6.25,9.12,6.15,5.94,5.31,7.89,4.69,2.85,3.67,1.76,2.05,1.58,1.89,1.98,1.14,2.31,2.56,3.59,2.98,7.83,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8663,120,5,Wet Tropics,rare,3.6,4.11,4.61,4.05,2.91,4.41,7.29,5.67,2.91,2.03,1.85,1.32,1.61,1.47,1.76,2.29,4.63,5.24,4.93,5.11,5.11,7.36,9.27,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,120,5,Wet Tropics,rare,3.18,5.83,4.77,4.23,2.47,1.76,3.17,5.29,5.82,5.82,3.17,6.35,4.76,4.23,3.17,3.7,3.7,5.29,7.41,7.94,2.91,1.59,1.85,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708,120,5,Wet Tropics,rare,3.47,3.54,4.1,3.84,4.06,3.9,6.04,5.55,2.32,0.99,3.29,5.08,4.93,3.55,2.12,2.86,6.95,5.61,2.6,5.66,5.09,3.82,3.85,6.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711,120,5,Wet Tropics,rare,4.54,5.67,5.67,6.81,6.25,4.55,4.55,4.55,3.98,3.98,4.55,4.55,3.41,3.98,2.56,1.23,0.76,1.42,3.13,3.41,5.11,6.25,5.11,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720,120,5,Wet Tropics,rare,2.24,8.67,2.81,2.73,3,12.77,0.91,1.31,4.4,2.95,3.48,5.3,9.63,9.37,4.52,2.45,2.95,3.85,3.91,4.2,3.63,2.07,0.87,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8760,120,5,Wet Tropics,rare,4.25,3.64,3.64,4.85,3.64,3.03,3.03,2.42,3.64,5.45,3.03,3.03,4.24,3.03,4.24,4.85,4.85,4.85,5.45,5.45,5.45,4.85,4.24,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8761,120,5,Wet Tropics,rare,3.97,9.45,9.45,3.98,4.98,4.48,4.48,3.48,1.32,1.76,0.65,1.24,1.74,2.74,3.98,3.48,2.99,3.98,5.97,5.47,3.48,2.99,8.96,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
