duration_h,stratum,kind,aep_rain,weight,depth_point_mm,arf,depth_mm,q_peak,t_peak_h,volume_m3,prod_store,rout_store,donor_index,pattern_id,pattern_band,pattern_index,burst_start_step,month
6.0,1,0,0.8754348572619662,0.0006065467342724377,18.72026581034686,0.941,17.615770127536393,17.584150954030832,15.0,1385888.442021195,35.19687080224384,31.761591872478665,2,6894,frequent,2,0,5
6.0,1,0,0.8669432029821521,0.0006065467342724377,18.979220544678345,0.941,17.85944653254232,0.06664010337127144,20.0,6968.297656447582,0.01987294328463055,15.736485083555166,14,6900,frequent,7,0,12
6.0,1,0,0.8742217637934213,0.0006065467342724377,18.75777468906937,0.941,17.651065982414277,1.026234552849655,19.0,109909.83169045245,25.315427491364602,20.50849451886851,29,6894,frequent,2,0,12
6.0,1,0,0.8930247125558669,0.0006065467342724377,18.15419847182928,0.941,17.08310076199135,9.121791351189835,17.0,953135.2631048256,34.76222886941459,46.40064260982508,48,6894,frequent,2,0,6
6.0,1,0,0.8839265115417803,0.0006065467342724377,18.45245049502013,0.941,17.363755915813943,0.8295580163228862,20.0,88933.90955621269,21.86576136151834,22.44623462143921,46,6897,frequent,4,0,6
6.0,1,0,0.8936312592901393,0.0006065467342724377,18.133854971986878,0.941,17.06395752863965,0.11685226287076826,21.0,12320.444572003506,4.386597527521461,17.59590331474779,8,6899,frequent,6,0,2
6.0,1,0,0.8663366562478796,0.0006065467342724377,18.997407744014595,0.941,17.87656068711773,0.12518758309466388,21.0,13423.176724201463,3.7298660637698666,18.955809597466327,35,6903,frequent,9,0,10
6.0,1,0,0.8730086703248764,0.0006065467342724377,18.79510646518786,0.941,17.686195183741777,1.7769468174299514,20.0,195559.59024250793,26.375684701926183,29.07909048910317,53,6903,frequent,9,0,10
6.0,1,0,0.8651235627793348,0.0006065467342724377,19.033664562356254,0.941,17.910678353177232,1.465446632200598,21.0,157554.631268803,26.13292837241084,30.215224276079958,44,6896,frequent,3,0,4
6.0,1,0,0.8796806844018732,0.0006065467342724377,18.587540682018957,0.941,17.490875781779838,1.4209622016270538,20.0,154897.71228764212,26.13292837241084,30.215224276079958,44,6900,frequent,7,0,4
6.0,1,0,0.8748283105276937,0.0006065467342724377,18.739042595592657,0.941,17.63343908245269,0.4548122653002474,20.0,48834.98718635702,15.516457451010773,22.230824998711835,9,6899,frequent,6,0,7
6.0,2,0,0.8387350288215853,0.0007424527499124867,19.78828851460434,0.941,18.620779492242683,0.7744403003571058,20.0,83085.64171176059,18.900891339300742,23.86978792362164,26,6899,frequent,6,0,11
6.0,2,0,0.8498718200702726,0.0007424527499124867,19.477166900003905,0.941,18.328014052903672,18.0866774932622,15.0,1412980.9196980998,35.19687080224384,31.761591872478665,2,6900,frequent,7,0,5
6.0,2,0,0.8446746508208852,0.0007424527499124867,19.623572438381895,0.941,18.465781664517362,0.900669105463751,19.0,96420.8060809853,21.86576136151834,22.44623462143921,46,6900,frequent,7,0,6
6.0,2,0,0.8461595563207102,0.0007424527499124867,19.581966516423407,0.941,18.426630491954423,0.12314353334003081,20.0,13111.791536867999,3.3441906961361494,18.125246451414473,28,6900,frequent,7,0,10
6.0,2,0,0.8558114420695725,0.0007424527499124867,19.307034636303463,0.941,18.167919592761557,3.5252198342514083,19.0,375900.6222738303,30.73843609644702,35.36758193921087,7,6894,frequent,2,0,11
6.0,2,0,0.859523705819135,0.0007424527499124867,19.19907193788528,0.941,18.066326693550046,0.5822858929125053,21.0,64555.99017744415,15.83201755861286,26.192486886835006,45,6899,frequent,6,0,5
6.0,2,0,0.8587812530692225,0.0007424527499124867,19.220769003699502,0.941,18.08674363248123,1.2802613195858374,21.0,141458.36730584718,23.08761379488496,31.22266150359006,21,6899,frequent,6,0,6
6.0,2,0,0.8231435210734231,0.0007424527499124867,20.208884002659293,0.941,19.016559846502393,15.538384086515437,15.0,1503511.051452816,35.47880594481588,54.13187697772172,49,6902,frequent,8,0,6
6.0,2,0,0.8365076705718479,0.0007424527499124867,19.84938177322693,0.941,18.67826824860654,3.643496790607068,19.0,386728.70487178385,30.73843609644702,35.36758193921087,7,6900,frequent,7,0,11
6.0,2,0,0.830568048572548,0.0007424527499124867,20.010602800951414,0.941,18.829977235695278,0.30049423776960577,21.0,33643.4460050759,9.014584711221108,23.684141183818397,52,6899,frequent,6,0,9
6.0,2,0,0.8246284265732481,0.0007424527499124867,20.16950208156813,0.941,18.97950145875561,0.4350602910585643,20.0,46697.35700599837,15.54871316448108,19.928503349303664,16,6877,frequent,1,0,5
6.0,2,0,0.8402199343214103,0.0007424527499124867,19.747359019436256,0.941,18.582264837289518,18.000273629727026,15.0,1418571.3998368739,35.19687080224384,31.761591872478665,2,6870,frequent,0,0,5
6.0,2,0,0.8610086113189599,0.0007424527499124867,19.15551712968364,0.941,18.025341619032304,5.256131501729204,19.0,513214.0747544968,31.754340062343505,32.565474930122114,22,6894,frequent,2,0,6
6.0,2,0,0.8394774815714978,0.0007424527499124867,19.76784409163899,0.941,18.60154129023229,0.41898218274634447,21.0,45146.9856784566,15.54871316448108,19.928503349303664,16,6896,frequent,3,0,5
6.0,2,0,0.8513567255700976,0.0007424527499124867,19.434923562734824,0.941,18.288263072533468,0.5705602058977665,20.0,64413.542670686926,16.361643946991574,25.09288783323028,3,6898,frequent,5,0,11
6.0,2,0,0.8238859738233356,0.0007424527499124867,20.189209713955997,0.941,18.99804634083259,0.15069261420753743,21.0,15558.848495002489,4.780060203187553,15.972353756278313,15,6896,frequent,3,0,1
6.0,2,0,0.833537859572198,0.0007424527499124867,19.93029354021419,0.941,18.75440622134155,0.21015204680406782,20.0,23050.92655775876,6.460524369274475,21.538564240390304,4,6870,frequent,0,0,12
