duration_h,stratum,kind,aep_rain,weight,depth_point_mm,arf,depth_mm,q_peak,t_peak_h,volume_m3,prod_store,rout_store,donor_index,pattern_id,pattern_band,pattern_index,burst_start_step,month
12.0,14,0,0.12771440487919397,0.000588478501671728,57.20507689102264,0.95,54.34482304647151,16.26644829319429,22.0,1379762.7606191272,30.592504421209725,32.617286442167256,9,7132,intermediate,3,0,11
12.0,14,0,0.12536049087250706,0.000588478501671728,57.42701221635407,0.95,54.555661605536365,1.9248050139048138,25.0,197425.62521665508,5.734909892983319,17.97328893539461,28,7130,intermediate,1,0,12
12.0,14,0,0.12006418435746151,0.000588478501671728,57.94067799681134,0.95,55.043644096970766,1.4145876528998373,26.0,144750.66169062775,1.740924161399253,15.981352253339168,16,7138,intermediate,9,0,1
12.0,14,0,0.12124114136080497,0.000588478501671728,57.82475294722796,0.95,54.933515299866556,4.475805887780391,26.0,440104.0387265094,13.948323825849986,23.08299510243549,5,7133,intermediate,4,0,9
12.0,14,0,0.1071176573206835,0.000588478501671728,59.29074654469919,0.949,56.26691847091953,4.855933305489315,26.0,472765.38273611275,18.161677598647366,17.327278630057563,1,7133,intermediate,4,0,5
12.0,14,0,0.1053522218156683,0.000588478501671728,59.48659980328228,0.949,56.45278321331488,14.69799842769926,24.0,1211560.7375416325,27.03236156474063,34.59533471681034,47,7137,intermediate,8,0,8
12.0,14,0,0.11888722735411805,0.000588478501671728,58.057657584170144,0.95,55.15477470496163,8.022428296235113,27.0,688985.152424241,25.64775501122512,17.11929256793376,38,7135,intermediate,6,0,3
12.0,14,0,0.12182961986247669,0.000588478501671728,57.767179067139985,0.95,54.878820113782986,12.044696594148597,25.0,1008644.2076085221,26.78114826779445,24.414372785429563,46,7137,intermediate,8,0,8
12.0,14,0,0.11535635634408768,0.000588478501671728,58.41515083391233,0.949,55.4359781413828,35.23185208600319,17.0,2747668.394986392,35.36701674056721,32.27791442535522,30,7131,intermediate,2,0,12
12.0,14,0,0.12359505536749188,0.000588478501671728,57.5959803049349,0.95,54.71618128968815,16.371680970048377,26.0,1356006.216397637,30.592504421209725,32.617286442167256,9,7135,intermediate,6,0,11
12.0,14,0,0.1177102703507746,0.000588478501671728,58.17571408229807,0.949,55.20875266410087,28.03973035521148,19.0,2425092.144259294,34.65557075646579,49.737282376459014,19,7133,intermediate,4,0,6
12.0,14,0,0.1135909208390725,0.000588478501671728,58.59773228797625,0.949,55.60924794128946,1.9718275764546824,26.0,203338.00336177225,3.105357790037527,18.00053638581747,54,7133,intermediate,4,0,6
12.0,14,0,0.10770613582235522,0.000588478501671728,59.226139682561275,0.949,56.205606558750645,1.752102592480746,27.0,177885.10848403352,1.6247791349304819,19.500298731045458,13,7134,intermediate,5,0,1
12.0,14,0,0.12477201237083532,0.000588478501671728,57.48309122339387,0.95,54.608936662224174,1.6159468008248417,27.0,160288.03776444535,1.6247791349304819,19.500298731045458,13,7135,intermediate,6,0,1
12.0,14,0,0.09946743679895104,0.000588478501671728,60.16271105743859,0.949,57.09441279350922,2.890700336989197,27.0,274279.7370223212,8.484177477719445,17.199213916881252,31,7135,intermediate,6,0,5
12.0,14,0,0.09593656578892067,0.000588478501671728,60.5854641040409,0.948,57.43501997063077,6.413144012808093,25.0,603862.2228902185,16.365564334782313,25.086361036602955,4,7133,intermediate,4,0,8
12.0,14,0,0.12889136188253741,0.000588478501671728,57.09550501921818,0.95,54.24072976825727,13.536483624128987,23.0,1124543.2608674432,27.454796196848182,29.7155834712464,18,7130,intermediate,1,0,6
12.0,14,0,0.11241396383572905,0.000588478501671728,58.72093123596996,0.949,55.72616374293548,32.63158772216422,19.0,2963119.3376373155,35.46662039727254,55.8449911661217,20,7134,intermediate,5,0,6
12.0,14,0,0.10829461432402696,0.000588478501671728,59.16186504955971,0.949,56.14460993203216,26.76000113781036,23.0,2242785.280878319,33.32830198348823,41.75058563942265,58,7136,intermediate,7,0,10
12.0,14,0,0.10476374331399659,0.000588478501671728,59.552575222145265,0.949,56.515393885815854,2.080324836776574,26.0,213760.77997464433,3.105357790037527,18.00053638581747,54,7133,intermediate,4,0,6
12.0,14,0,0.10182135080563794,0.000588478501671728,59.88782439399357,0.949,56.83354534989989,6.181205275112806,25.0,591570.7351849623,16.365564334782313,25.086361036602955,4,7131,intermediate,2,0,8
12.0,14,0,0.1259489693741788,0.000588478501671728,57.371173652660374,0.95,54.50261497002735,23.347465991793637,22.0,2004696.4775616447,32.920304502141796,51.85943600569963,51,7130,intermediate,1,0,10
12.0,14,0,0.11123700683238559,0.000588478501671728,58.84534349005448,0.949,55.8442309720617,11.696914960462442,24.0,1062406.6801393193,26.375684701926183,29.07909048910317,49,7133,intermediate,4,0,10
12.0,14,0,0.1283028833808657,0.000588478501671728,57.150176539879496,0.95,54.29266771288552,1.4916130792920654,26.0,156261.9805174395,0.3296742480994923,20.386138909824616,33,7132,intermediate,3,0,1
12.0,14,0,0.12065266285913323,0.000588478501671728,57.88258502652594,0.95,54.98845577519964,3.419404396987015,26.0,333358.8260120276,6.17041134997816,26.788764995951063,25,7138,intermediate,9,0,10
12.0,14,0,0.12241809836414842,0.000588478501671728,57.709860734841264,0.95,54.824367698099195,1.8822006094349486,26.0,194663.92393734396,3.105357790037527,18.00053638581747,54,7133,intermediate,4,0,6
12.0,14,0,0.11064852833071386,0.000588478501671728,58.90801316331967,0.949,55.90370449199037,1.7419606293317849,25.0,179216.73104743136,1.6247791349304819,19.500298731045458,13,7130,intermediate,1,0,1
12.0,14,0,0.11300244233740077,0.000588478501671728,58.65918178218475,0.949,55.66756351129333,1.5388909705131713,26.0,162788.94388874667,0.039815174323748835,19.797007272354367,0,7131,intermediate,2,0,1
12.0,14,0,0.11712179184910287,0.000588478501671728,58.23515335516695,0.949,55.265160534053436,4.016100608919631,26.0,394480.3372954429,16.005579763221203,19.501508504253966,14,7129,intermediate,0,0,1
12.0,14,0,0.10299830780898139,0.000588478501671728,59.75263293393742,0.949,56.70524865430661,2.0923312885725855,26.0,216747.49993012435,3.105357790037527,18.00053638581747,54,7131,intermediate,2,0,6
12.0,14,0,0.1094715713273704,0.000588478501671728,59.03429721486002,0.949,56.02354805690216,33.346631195947666,18.0,2747572.701421655,35.36701674056721,32.27791442535522,30,7129,intermediate,0,0,12
12.0,14,0,0.11829874885244632,0.000588478501671728,58.11654979405586,0.949,55.152605754559005,7.4287417651473024,24.0,708161.2692032143,25.315427491364602,20.50849451886851,29,7131,intermediate,2,0,12
12.0,14,0,0.11417939934074423,0.000588478501671728,58.53657945415449,0.949,55.55121390199261,1.473490146508149,27.0,147106.13071384747,1.740924161399253,15.981352253339168,16,7135,intermediate,6,0,1
12.0,14,0,0.12947984038420915,0.000588478501671728,57.041060104792706,0.95,54.189007099553066,4.4727835628046995,27.0,416816.8244444402,18.161677598647366,17.327278630057563,1,7136,intermediate,7,0,5
12.0,14,0,0.13065679738755262,0.000588478501671728,56.93284135381816,0.95,54.086199286127254,1.8055395385765152,26.0,186360.06944704894,3.105357790037527,18.00053638581747,54,7132,intermediate,3,0,6
12.0,15,0,0.06858662524656903,0.00046249062036779107,64.43313812303009,0.947,61.018181802509496,7.620205912199671,26.0,653990.9895861443,14.394699965504136,26.258565444807513,40,7136,intermediate,7,0,5
12.0,15,0,0.0801488907557638,0.00046249062036779107,62.65643606204606,0.947,59.33564495075762,1.8214419081085962,27.0,181407.84794513625,1.740924161399253,15.981352253339168,16,7136,intermediate,7,0,1
12.0,15,0,0.079686400135396,0.00046249062036779107,62.72252684272753,0.947,59.39823292006297,4.635234048719779,26.0,445769.14246752585,8.885849666598485,24.380251867036122,39,7132,intermediate,3,0,4
12.0,15,0,0.0856987782001773,0.00046249062036779107,61.889969739491896,0.948,58.671691313038316,9.185636074403726,26.0,780476.1554961249,25.315427491364602,20.50849451886851,29,7136,intermediate,7,0,12
12.0,15,0,0.07367402207061473,0.00046249062036779107,63.61717864059232,0.947,60.245468172640926,5.311029903418148,26.0,496267.44260739133,12.196857396564878,22.23040242325408,11,7129,intermediate,0,0,7
12.0,15,0,0.09124866564459078,0.00046249062036779107,61.16710125144956,0.948,57.98641198637418,6.713890599323289,26.0,605845.8490922705,16.365564334782313,25.086361036602955,4,7134,intermediate,5,0,8
12.0,15,0,0.09448609998716533,0.00046249062036779107,60.76282872853513,0.948,57.6031616346513,5.014886479559528,25.0,489730.86122421746,12.429126993394293,24.20720949718982,45,7131,intermediate,2,0,8
12.0,15,0,0.09217364688532637,0.00046249062036779107,61.050368487556064,0.948,57.87574932620315,7.637528273043961,26.0,690730.0698264586,20.374396961116563,23.378483157579144,8,7129,intermediate,0,0,7
12.0,15,0,0.07829892827429263,0.00046249062036779107,62.92301675111483,0.947,59.58809686330574,6.1897305329328765,27.0,547362.6273309988,15.59502959118862,21.811303191087955,35,7136,intermediate,7,0,9
12.0,15,0,0.0847737969594417,0.00046249062036779107,62.01448207732186,0.948,58.78972900930112,1.873838869563519,26.0,194158.9961249191,0.039815174323748835,19.797007272354367,0,7133,intermediate,4,0,1
12.0,15,0,0.09171115626495857,0.00046249062036779107,61.10860892732336,0.948,57.93096126310254,15.62147837047612,23.0,1283297.0882086304,24.82452064219325,36.68679210828107,57,7130,intermediate,1,0,10
12.0,15,0,0.06812413462620123,0.00046249062036779107,64.51038892566378,0.946,61.02682792367793,12.202415521878695,24.0,1030513.903616671,17.307775633382178,36.01105088481178,52,7130,intermediate,1,0,10
12.0,15,0,0.07043658772804019,0.00046249062036779107,64.12946082376158,0.947,60.73059940010221,4.867065861015645,26.0,448926.56251446967,9.014584711221108,23.684141183818397,48,7138,intermediate,9,0,9
12.0,15,0,0.08384881571870613,0.00046249062036779107,62.140236856671585,0.948,58.90894454012466,3.1209691859290842,27.0,307612.145980212,8.484177477719445,17.199213916881252,31,7129,intermediate,0,0,5
12.0,15,0,0.08847372192238404,0.00046249062036779107,61.52354124045099,0.948,58.324317095947535,2.3428747767533946,27.0,232160.8770687612,3.105357790037527,18.00053638581747,54,7134,intermediate,5,0,6
12.0,15,0,0.0699740971076724,0.00046249062036779107,64.20459963641572,0.947,60.801755855685684,5.5816117405878485,27.0,503579.3168538377,12.196857396564878,22.23040242325408,11,7137,intermediate,8,0,7
12.0,15,0,0.07737394703355704,0.00046249062036779107,63.058582708386425,0.947,59.71647782484194,21.696774950418288,23.0,1725483.2674569061,32.45747946731099,38.39272889159568,55,7138,intermediate,9,0,6
12.0,15,0,0.08153636261686717,0.00046249062036779107,62.460303708172006,0.947,59.14990761163889,3.156369250594097,26.0,314024.6280843567,8.484177477719445,17.199213916881252,31,7132,intermediate,3,0,5
12.0,15,0,0.07413651269098251,0.00046249062036779107,63.54585509140969,0.947,60.177924771564975,14.766122775111864,26.0,1170551.2297862335,26.375684701926183,29.07909048910317,49,7135,intermediate,6,0,10
12.0,15,0,0.0745990033113503,0.00046249062036779107,63.47497376197243,0.947,60.110800152587885,4.818874685640831,26.0,461010.1229243886,8.885849666598485,24.380251867036122,39,7132,intermediate,3,0,4
12.0,15,0,0.08616126882054509,0.00046249062036779107,61.828168411659526,0.948,58.61310365425323,2.762978975156735,26.0,284300.9647722082,8.086571517557744,18.393361637243157,7,7131,intermediate,2,0,1
12.0,15,0,0.07274904082987914,0.00046249062036779107,63.761181795038915,0.947,60.38183915990185,35.705988228883434,19.0,3160986.0194317237,35.46662039727254,55.8449911661217,20,7138,intermediate,9,0,6
12.0,15,0,0.0954110812279009,0.00046249062036779107,60.649462593322376,0.948,57.49569053846961,8.648991506205254,26.0,735365.2055805977,21.86576136151834,22.44623462143921,41,7136,intermediate,7,0,6
12.0,15,0,0.08292383447797054,0.00046249062036779107,62.267270740533185,0.948,59.02937266202546,1.9386921752458268,25.0,197887.5145074732,0.039815174323748835,19.797007272354367,0,7130,intermediate,1,0,1
12.0,15,0,0.07182405958914356,0.00046249062036779107,63.907043689557916,0.947,60.51997037401134,6.652385500161601,25.0,620127.7908462599,17.266500898592355,21.617813023224993,22,7133,intermediate,4,0,9
12.0,15,0,0.08199885323723496,0.00046249062036779107,62.39562185562484,0.947,59.08865389727672,5.7383702328598,25.0,545635.065064455,9.637113977596677,29.549356739984226,59,7132,intermediate,3,0,11
12.0,15,0,0.0750614939317181,0.00046249062036779107,63.404527503728275,0.947,60.044087546030674,1.8900528580584486,27.0,189426.06680636856,1.740924161399253,15.981352253339168,16,7137,intermediate,8,0,1
12.0,15,0,0.0755239845520859,0.00046249062036779107,63.33450932330952,0.947,59.97778032917411,2.248983846475438,27.0,217465.00839073933,2.4539465020963926,16.4410988706809,34,7135,intermediate,6,0,4
12.0,15,0,0.08431130633907391,0.00046249062036779107,62.07720190382365,0.948,58.84918740482482,18.8902218222464,24.0,1525144.9462743087,30.592504421209725,32.617286442167256,9,7137,intermediate,8,0,11
12.0,15,0,0.08893621254275183,0.00046249062036779107,61.46346336652718,0.948,58.267363271467765,10.888660690777312,24.0,942054.0456165869,17.307775633382178,36.01105088481178,52,7130,intermediate,1,0,10
12.0,15,0,0.08754874068164846,0.00046249062036779107,61.644532633662806,0.948,58.439016936712335,6.10694636661894,26.0,554394.303922353,18.359476814436633,20.806733523582437,32,7138,intermediate,9,0,11
12.0,15,0,0.0806113813761316,0.00046249062036779107,62.5907055462732,0.947,59.273398152320716,2.0765630946989013,26.0,216258.6566781621,1.6247791349304819,19.500298731045458,13,7131,intermediate,2,0,1
12.0,15,0,0.09309862812606196,0.00046249062036779107,60.934629848351626,0.948,57.76602909623734,7.662938978713097,25.0,692788.890946055,20.374396961116563,23.378483157579144,8,7132,intermediate,3,0,7
12.0,15,0,0.07783643765392484,0.00046249062036779107,62.990605156434164,0.947,59.65210308314315,4.495885923809823,25.0,429057.69095676614,6.17041134997816,26.788764995951063,25,7130,intermediate,1,0,10
12.0,15,0,0.07691145641318926,0.00046249062036779107,63.12695555425449,0.947,59.781226909878995,9.507372916427142,26.0,810990.9817620015,21.86576136151834,22.44623462143921,41,7138,intermediate,9,0,6
12.0,15,0,0.07089907834840797,0.00046249062036779107,64.05482757135512,0.947,60.65992171007329,2.093754033470195,26.0,214113.5836911039,1.2697496441302059,17.61046888957561,10,7132,intermediate,3,0,2
12.0,15,0,0.08708625006128067,0.00046249062036779107,61.70545402138963,0.948,58.496770412277364,18.512555839300884,25.0,1494879.135924936,30.592504421209725,32.617286442167256,9,7135,intermediate,6,0,11
12.0,15,0,0.07922390951502822,0.00046249062036779107,62.78898342812737,0.947,59.46116730643662,3.137273174061188,25.0,309652.95917254186,9.439444176858354,16.687219647214587,37,7130,intermediate,1,0,3
12.0,15,0,0.07136156896877577,0.00046249062036779107,63.98069131593391,0.947,60.58971467618941,18.014826756972113,23.0,1507367.3837783292,30.457781340662702,28.6513383545182,42,7129,intermediate,0,0,6
12.0,15,0,0.090786175024223,0.00046249062036779107,61.22584888895816,0.948,58.042104746732335,37.14586581637345,18.0,3000906.563019689,35.19687080224384,31.761591872478665,3,7138,intermediate,9,0,5
12.0,15,0,0.07598647517245367,0.00046249062036779107,63.264912378255026,0.947,59.911872022207504,31.70703607043188,20.0,2564321.0931225247,34.70700379401162,39.251855651775934,43,7132,intermediate,3,0,6
12.0,15,0,0.06904911586693681,0.00046249062036779107,64.35642920753932,0.947,60.94553845953973,7.934556221745453,24.0,696783.2834010983,16.365564334782313,25.086361036602955,4,7130,intermediate,1,0,8
12.0,15,0,0.0695116064873046,0.00046249062036779107,64.28025277376784,0.947,60.873399376758144,2.0454627884985213,27.0,201646.00126012167,0.9495558506127089,17.340705860073204,12,7136,intermediate,7,0,12
12.0,15,0,0.07644896579282147,0.00046249062036779107,63.19572997287514,0.947,59.846356284312755,15.456269199521328,23.0,1326825.054010178,27.454796196848182,29.7155834712464,18,7133,intermediate,4,0,6
12.0,15,0,0.08662375944091287,0.00046249062036779107,61.76666457299313,0.948,58.554798015197484,5.052680265646955,26.0,481869.59918812086,15.345615128482953,19.837364246750205,17,7132,intermediate,3,0,5
12.0,15,0,0.09402360936679753,0.00046249062036779107,60.81985909608326,0.948,57.65722642308693,6.303870817785789,27.0,551251.1611879328,16.361643946991574,25.09288783323028,6,7135,intermediate,6,0,11
12.0,15,0,0.0903236844038552,0.00046249062036779107,61.28485533122894,0.948,58.09804285400503,29.610400541139814,22.0,2463127.265316806,34.70700379401162,39.251855651775934,43,7137,intermediate,8,0,6
12.0,15,0,0.07321153145024693,0.00046249062036779107,63.688951717683416,0.947,60.31343727664619,9.277465728977962,25.0,819679.6706229559,19.822675729334385,25.551030837592812,2,7129,intermediate,0,0,5
12.0,15,0,0.08939870316311962,0.00046249062036779107,61.40365891610706,0.948,58.210668652469494,8.796407000276579,24.0,765236.3732459226,19.822675729334385,25.551030837592812,2,7130,intermediate,1,0,5
12.0,15,0,0.0898611937834874,0.00046249062036779107,61.34412413344926,0.948,58.1542296785099,5.503782143355971,25.0,510843.25218433497,13.948323825849986,23.08299510243549,5,7130,intermediate,1,0,9
12.0,15,0,0.08246134385760276,0.00046249062036779107,62.331279202049366,0.948,59.090052683542794,6.296629957840847,26.0,572067.9398334229,17.266500898592355,21.617813023224993,22,7134,intermediate,5,0,9
12.0,15,0,0.09263613750569416,0.00046249062036779107,60.992376564068024,0.948,57.820772982736486,5.145156392463501,26.0,485905.22011417715,12.429126993394293,24.20720949718982,45,7129,intermediate,0,0,8
12.0,15,0,0.09356111874642974,0.00046249062036779107,60.877125090134975,0.948,57.71151458544795,7.965470701577905,27.0,668426.6386971782,20.374396961116563,23.378483157579144,8,7135,intermediate,6,0,7
12.0,15,0,0.08801123130201624,0.00046249062036779107,61.5838963636628,0.948,58.38153375275233,12.813701052932226,24.0,1061656.6411171725,24.572457802238507,26.93269461820816,24,7130,intermediate,1,0,9
12.0,15,0,0.0852362875798095,0.00046249062036779107,61.95207283944542,0.948,58.73056505179426,5.602519461031922,27.0,518409.50552631915,18.161677598647366,17.327278630057563,1,7134,intermediate,5,0,5
12.0,15,0,0.07228655020951134,0.00046249062036779107,63.83387651395069,0.947,60.450681058711304,2.0113818286641982,27.0,195982.64387047815,0.9495558506127089,17.340705860073204,12,7135,intermediate,6,0,12
12.0,15,0,0.08338632509833833,0.00046249062036779107,62.20359156278537,0.948,58.969004801520526,28.100433391642593,20.0,2386837.778424784,33.32830198348823,41.75058563942265,58,7129,intermediate,0,0,10
12.0,15,0,0.07876141889466043,0.00046249062036779107,62.85581147319951,0.947,59.52445346511993,35.32458482503621,20.0,3129388.557724404,35.47880594481588,54.13187697772172,44,7137,intermediate,8,0,6
12.0,15,0,0.08107387199649937,0.00046249062036779107,62.52532986776711,0.947,59.21148738477545,35.12042174698633,19.0,3124250.19201894,35.47880594481588,54.13187697772172,44,7138,intermediate,9,0,6
12.0,15,0,0.0949485906075331,0.00046249062036779107,60.70603090427216,0.948,57.549317297250006,5.2275854259597905,26.0,499255.4395331383,18.161677598647366,17.327278630057563,1,7132,intermediate,3,0,5
12.0,16,0,0.05928614785917977,0.00035129556966683926,66.10536215204083,0.946,62.53567259583062,10.323794683421992,24.0,929062.7576547728,25.315427491364602,20.50849451886851,29,7131,intermediate,2,0,12
12.0,16,0,0.05963744342884661,0.00035129556966683926,66.03710425297974,0.946,62.47110062331883,20.16059066567073,24.0,1556996.2372313074,30.457781340662702,28.6513383545182,42,7136,intermediate,7,0,6
12.0,16,0,0.04909857633884144,0.00035129556966683926,68.31671213180084,0.945,64.55929296455179,4.800432322678997,26.0,464208.60767407314,9.253653102113287,19.148284210847606,15,7131,intermediate,2,0,8
12.0,16,0,0.0666633548221834,0.00035129556966683926,64.75805508165938,0.946,61.261120107249766,4.951511057017284,27.0,459243.71235431434,9.014584711221108,23.684141183818397,48,7134,intermediate,5,0,9
12.0,16,0,0.06525817254351604,0.00035129556966683926,65.00178591288051,0.946,61.491689473584955,2.4121770142427965,27.0,238514.474699873,2.4539465020963926,16.4410988706809,34,7134,intermediate,5,0,4
12.0,16,0,0.05261153203550983,0.00035129556966683926,67.49776817606195,0.945,63.78539092637854,2.57948176481241,25.0,257282.00794189284,0.039815174323748835,19.797007272354367,0,7130,intermediate,1,0,1
12.0,16,0,0.06279910355584817,0.00035129556966683926,65.44221629542143,0.946,61.90833661546867,5.789451280924433,27.0,503441.7790239289,7.898953663407596,26.5322000622488,23,7135,intermediate,6,0,9
12.0,16,0,0.04980116747817511,0.00035129556966683926,68.14739046781952,0.945,64.39928399208944,6.48511532075893,25.0,584460.0897547104,7.898953663407596,26.5322000622488,23,7130,intermediate,1,0,9
12.0,16,0,0.05647578330184506,0.00035129556966683926,66.66845902576276,0.945,63.0016937793458,7.9580374409646435,27.0,660670.9459123084,17.266500898592355,21.617813023224993,22,7135,intermediate,6,0,9
12.0,16,0,0.049449871908508275,0.00035129556966683926,68.23168572777283,0.945,64.47894301274532,40.87396450739494,18.0,3367104.433100883,35.46662039727254,55.8449911661217,20,7133,intermediate,4,0,6
12.0,16,0,0.04804468962984092,0.00035129556966683926,68.57627473038383,0.945,64.80457962021272,7.710235926402367,26.0,666873.9924605647,13.948323825849986,23.08299510243549,5,7138,intermediate,9,0,9
12.0,16,0,0.05050375861750879,0.00035129556966683926,67.98094440189143,0.945,64.2419924597874,41.15832523906762,17.0,3370053.313136378,35.47880594481588,54.13187697772172,44,7133,intermediate,4,0,6
12.0,16,0,0.06069133013784713,0.00035129556966683926,65.83499918873697,0.946,62.27990923254517,6.878930107316368,26.0,612348.5639991976,9.637113977596677,29.549356739984226,59,7137,intermediate,8,0,11
12.0,16,0,0.06736594596151707,0.00035129556966683926,64.63822852170486,0.946,61.14776418153279,2.2702604183086406,26.0,231471.9227123795,0.3296742480994923,20.386138909824616,33,7132,intermediate,3,0,1
12.0,16,0,0.06174521684684765,0.00035129556966683926,65.63675931660941,0.946,62.0923743135125,3.371330408797631,26.0,340338.82128000463,8.086571517557744,18.393361637243157,7,7131,intermediate,2,0,1
12.0,16,0,0.05998873899851345,0.00035129556966683926,65.96929561224174,0.946,62.40695364918068,6.309750796984566,26.0,561530.9098127859,15.345615128482953,19.837364246750205,17,7137,intermediate,8,0,5
12.0,16,0,0.0469908029208404,0.00035129556966683926,68.84277325810054,0.944,64.9875779556469,21.442755951789252,22.0,1683311.3893518886,30.457781340662702,28.6513383545182,42,7132,intermediate,3,0,6
12.0,16,0,0.06104262570751397,0.00035129556966683926,65.76849828975465,0.946,62.21699938210789,16.79713040980028,21.0,1448439.8685691615,24.82452064219325,36.68679210828107,57,7131,intermediate,2,0,10
12.0,16,0,0.05226023646584299,0.00035129556966683926,67.57668233924166,0.945,63.859964810583364,17.91209248476315,22.0,1513441.5645571777,27.03236156474063,34.59533471681034,47,7131,intermediate,2,0,8
12.0,16,0,0.054719305453510864,0.00035129556966683926,67.03695134094912,0.945,63.34991901719691,15.213568627206113,25.0,1211619.4454689347,24.572457802238507,26.93269461820816,24,7137,intermediate,8,0,9
12.0,16,0,0.05893485228951294,0.00035129556966683926,66.17407621533785,0.946,62.6006760997096,10.797599012735335,25.0,921969.7218564863,25.64775501122512,17.11929256793376,38,7134,intermediate,5,0,3
12.0,16,0,0.06209651241651449,0.00035129556966683926,65.57150890389035,0.946,62.03064742308027,5.827444652609981,26.0,535308.3482058307,16.005579763221203,19.501508504253966,14,7134,intermediate,5,0,1
12.0,16,0,0.06139392127718081,0.00035129556966683926,65.70242040957332,0.946,62.15448970745636,5.764426327797047,25.0,529841.7137643693,7.898953663407596,26.5322000622488,23,7130,intermediate,1,0,9
12.0,16,0,0.05436800988384402,0.00035129556966683926,67.1122962172915,0.945,63.42111992534046,10.16417859899159,26.0,843377.4711529156,20.374396961116563,23.378483157579144,8,7137,intermediate,8,0,7
12.0,16,0,0.06631205925251656,0.00035129556966683926,64.81847105883134,0.946,61.31827362165444,17.186964667369764,24.0,1382458.2689022375,24.82452064219325,36.68679210828107,57,7137,intermediate,8,0,10
12.0,16,0,0.06420428583451553,0.00035129556966683926,65.18830364418312,0.946,61.66813524739723,2.04159125810312,26.0,210312.6898305992,1.740924161399253,15.981352253339168,16,7133,intermediate,4,0,1
12.0,16,0,0.05120634975684247,0.00035129556966683926,67.81725590603028,0.945,64.08730683119862,10.442003636623975,26.0,868084.9165906777,20.374396961116563,23.378483157579144,8,7138,intermediate,9,0,7
12.0,16,0,0.0568270788715119,0.00035129556966683926,66.59634567259089,0.945,62.93354666059838,3.9731409310770207,27.0,374544.89753432747,8.484177477719445,17.199213916881252,31,7138,intermediate,9,0,5
12.0,16,0,0.04839598519950776,0.00035129556966683926,68.48899679082494,0.945,64.72210196732956,15.83425718286836,24.0,1265665.8897727514,24.572457802238507,26.93269461820816,24,7138,intermediate,9,0,9
12.0,16,0,0.05296282760517667,0.00035129556966683926,67.41947437620672,0.945,63.711403285515345,2.7062489513023746,26.0,272316.1926964485,2.4539465020963926,16.4410988706809,34,7133,intermediate,4,0,4
12.0,16,0,0.05542189659284454,0.00035129556966683926,66.88793486155292,0.945,63.20909844416751,5.426995030953823,27.0,494106.05899931723,6.17041134997816,26.788764995951063,25,7137,intermediate,8,0,10
12.0,16,0,0.057178374441178736,0.00035129556966683926,66.52474114272889,0.946,62.932405121021525,27.221450697602734,21.0,2334845.790780948,32.920304502141796,51.85943600569963,51,7129,intermediate,0,0,10
12.0,16,0,0.06560946811318288,0.00035129556966683926,64.9403316861275,0.946,61.433553775076604,31.548325691068346,22.0,2648980.6054383744,34.65557075646579,49.737282376459014,19,7137,intermediate,8,0,6
12.0,16,0,0.06701465039185024,0.00035129556966683926,64.69797575908646,0.946,61.204285068095786,3.2921816344958863,27.0,316267.5791927645,8.086571517557744,18.393361637243157,7,7137,intermediate,8,0,1
12.0,16,0,0.06455558140418236,0.00035129556966683926,65.12576682321375,0.946,61.60897541476021,38.53895040918318,20.0,3134205.5747363223,35.19687080224384,31.761591872478665,3,7136,intermediate,7,0,5
12.0,16,0,0.050152463047841954,0.00035129556966683926,68.06381601871423,0.945,64.32030613768495,11.34032415101143,25.0,994031.127448501,25.64775501122512,17.11929256793376,38,7133,intermediate,4,0,3
12.0,16,0,0.04769339406017408,0.00035129556966683926,68.66432319314411,0.945,64.88778541752119,11.144793192448645,25.0,972570.4078766203,19.822675729334385,25.551030837592812,2,7133,intermediate,4,0,5
12.0,16,0,0.05155764532650931,0.00035129556966683926,67.73641505332988,0.945,64.01091222539674,7.138751176570914,25.0,663630.004383126,18.161677598647366,17.327278630057563,1,7131,intermediate,2,0,5
12.0,16,0,0.05085505418717563,0.00035129556966683926,67.89876174190199,0.945,64.16432984609737,9.186114144766183,26.0,772287.405866525,16.365564334782313,25.086361036602955,4,7137,intermediate,8,0,8
12.0,16,0,0.062447807986181325,0.00035129556966683926,65.50666318588334,0.946,61.969303373845634,30.173005729236177,21.0,2499907.9965742677,33.32830198348823,41.75058563942265,58,7134,intermediate,5,0,10
12.0,16,0,0.05577319216251138,0.00035129556966683926,66.8142451528083,0.945,63.139461669403836,7.078189130367345,26.0,636863.2540955722,9.637113977596677,29.549356739984226,59,7134,intermediate,5,0,11
12.0,16,0,0.057880965580512415,0.00035129556966683926,66.38302666250618,0.946,62.79834322273084,8.023526545658484,26.0,714804.7282128525,14.394699965504136,26.258565444807513,40,7129,intermediate,0,0,5
12.0,16,0,0.053314123174843506,0.00035129556966683926,67.34179043001487,0.945,63.63799195636405,4.686318181713797,26.0,446178.7138150593,8.240356318883103,21.055339563298357,56,7132,intermediate,3,0,9
12.0,16,0,0.06596076368284973,0.00035129556966683926,64.87922834589973,0.946,61.37575001522114,22.75229454851594,23.0,1790792.7035098663,32.45747946731099,38.39272889159568,55,7138,intermediate,9,0,6
12.0,16,0,0.06315039912551501,0.00035129556966683926,65.37816248072454,0.946,61.84774170676541,3.4344221973884506,25.0,335053.1946390131,8.086571517557744,18.393361637243157,7,7130,intermediate,1,0,1
