EventID, Duration, TimeStep, Region, AEP, Increments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,25,5,Murray Basin,intermediate,26.18,33.56,20.13,11.41,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,25,5,Murray Basin,intermediate,28.45,21.96,19.79,14.84,14.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,25,5,Murray Basin,intermediate,19.33,18.14,22.1,21.16,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,25,5,Murray Basin,intermediate,14.1,21.32,30.68,22.75,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,25,5,Murray Basin,intermediate,19.53,12.5,32.81,23.44,11.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,25,5,Murray Basin,intermediate,15.08,29.87,21.78,10.77,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,25,5,Murray Basin,intermediate,32.17,5.79,10.23,24.75,27.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,25,5,Murray Basin,intermediate,12.32,12.33,21.92,36.99,16.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,25,5,Murray Basin,rare,18.32,22.72,20.08,16.34,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,25,5,Murray Basin,rare,14.29,27.43,25.71,20.57,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,25,5,Murray Basin,rare,38.62,19.6,11.28,12.45,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,25,5,Murray Basin,rare,27.34,25.26,18.8,7.25,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,25,5,Murray Basin,rare,19.37,35.45,19.99,14.21,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,25,5,Murray Basin,rare,24.04,9.55,20.4,29.95,16.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,25,5,Murray Basin,rare,16.99,31.37,18.3,15.69,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,25,5,Murray Basin,rare,13.28,31.23,23.61,11.53,20.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
